user_id,mss_length,maturity_store_segment
988009,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988063,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988087,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988151,259,"[""1496"",""1603"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1965"",""1967"",""1969"",""1971"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2719"",""2726"",""3190"",""3194"",""3829"",""3963"",""3984"",""4005"",""A6"",""A9"",""SAO_D11""]"
988198,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988273,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988307,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988322,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988411,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988416,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988450,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988472,247,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""3190"",""3194"",""A6"",""A9"",""FAO_EG_AC_Day_91""]"
988491,268,"[""1496"",""1627"",""1679"",""1681"",""1830"",""1846"",""1848"",""1850"",""1965"",""1967"",""1969"",""1971"",""1989"",""2009"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2461"",""2465"",""2480"",""2708"",""2726"",""3352"",""3655"",""3676"",""A5"",""A9"",""FAO_EG_AC_Day_91""]"
988602,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988603,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988632,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988634,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988664,226,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988857,261,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""3190"",""3194"",""3829"",""A6"",""A9"",""FAO_EG_AC_Day_91""]"
988860,251,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1848"",""1850"",""1962"",""1965"",""1967"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2244"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""2755"",""3190"",""3194"",""3829"",""3961"",""3982"",""4003"",""A6""]"
988875,288,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2107"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2708"",""2726"",""3190"",""3194"",""3829"",""3961"",""3982"",""4003"",""A6"",""A10"",""TAO_D11""]"
988895,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
988985,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
989058,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
989115,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
989131,274,"[""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1893"",""1965"",""1967"",""1969"",""1971"",""1987"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3658"",""3679"",""A5"",""A10"",""SAO_D11""]"
989134,259,"[""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1894"",""1965"",""1967"",""1969"",""1971"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2461"",""2480"",""2708"",""2726"",""3658"",""3679"",""A3"",""A5"",""A9"",""FAO_EG_AC_Day_91""]"
989135,247,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""3190"",""3194"",""A6"",""A9"",""FAO_EG_AC_Day_91""]"
989187,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
989412,245,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1969"",""1971"",""2004"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""3190"",""3194"",""3961"",""3982"",""4003"",""A6"",""A9"",""SAO_D11""]"
989936,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
989938,72,"[""1277"",""1496"",""1962"",""2004"",""2270"",""2283"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
990004,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
990006,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
990395,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
990470,273,"[""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1893"",""1967"",""1969"",""1971"",""1987"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3658"",""3679"",""A5"",""A10"",""A15"",""SAO_D11""]"
990477,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
990488,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
990522,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
990594,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
990605,266,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""3190"",""3194"",""3961"",""3982"",""4003"",""A6"",""A9"",""SAO_D11""]"
990691,281,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2107"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2708"",""2726"",""3190"",""3194"",""3829"",""3961"",""3982"",""4003"",""A6"",""A10"",""TAO_D11""]"
990692,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
991065,279,"[""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1893"",""1965"",""1967"",""1969"",""1971"",""1987"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2461"",""2480"",""2708"",""2726"",""3190"",""3194"",""3658"",""3679"",""A20"",""A7"",""A10"",""A15"",""TAO_D11""]"
991384,279,"[""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1895"",""1965"",""1967"",""1969"",""1971"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3658"",""3679"",""A7"",""A9"",""A15"",""SAO_D11""]"
991407,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
991436,244,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1848"",""1849"",""1962"",""1971"",""2004"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2244"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2708"",""2726"",""3190"",""3194"",""3421"",""3829"",""3961"",""3982"",""4003"",""A6""]"
991457,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
991543,216,"[""1496"",""1627"",""1679"",""1681"",""1830"",""1848"",""1849"",""1959"",""1968"",""1969"",""1970"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2242"",""2266"",""2282"",""2291"",""2313"",""2708"",""2726"",""2755"",""3190"",""3194"",""3980"",""4001"",""4022"",""A6""]"
991627,170,"[""1496"",""1881"",""1990"",""2013"",""2291"",""2292"",""2312"",""2313"",""2708"",""2771"",""3257"",""3429"",""3822"",""3823"",""3824"",""3826"",""4024"",""4025"",""4027"",""A20"",""A7"",""A8"",""A15"",""key_account""]"
991643,244,"[""1496"",""1627"",""1679"",""1681"",""1830"",""1848"",""1850"",""1960"",""1967"",""1969"",""1971"",""2009"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""3190"",""3194"",""3352"",""3967"",""3988"",""4009"",""A6"",""A9"",""A15"",""SAO_D11""]"
991736,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
991803,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
991846,165,"[""1496"",""1881"",""1882"",""2013"",""2242"",""2313"",""2350"",""2708"",""2717"",""2771"",""2772"",""3423"",""3429"",""3822"",""3823"",""3824"",""3826"",""3830"",""4024"",""A20"",""A7"",""A14"",""key_account""]"
991981,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
992087,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
992425,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
992549,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
992638,267,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1965"",""1967"",""1969"",""1971"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""3190"",""3194"",""3263"",""3829"",""3962"",""3983"",""4004"",""A6"",""A10"",""SAO_D11""]"
992667,247,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1965"",""1967"",""1969"",""1971"",""1990"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""3260"",""3263"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
992731,249,"[""1496"",""1627"",""1679"",""1681"",""1829"",""1848"",""1850"",""1881"",""1895"",""1967"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2245"",""2266"",""2270"",""2283"",""2291"",""2313"",""2461"",""2480"",""2708"",""2726"",""2752"",""3190"",""3194"",""3658"",""3679"",""A5"",""A13"",""A15""]"
992763,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
992912,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
993651,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
993710,152,"[""1189"",""1282"",""1496"",""1738"",""1881"",""2242"",""2270"",""2291"",""2292"",""2313"",""2708"",""2717"",""2726"",""3190"",""3196"",""3208"",""3278"",""3423"",""A6"",""A15"",""key_account""]"
993761,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
995236,293,"[""1496"",""1627"",""1679"",""1681"",""1830"",""1846"",""1848"",""1850"",""1965"",""1967"",""1969"",""1971"",""1987"",""2009"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3352"",""3655"",""3676"",""A20"",""A7"",""A10"",""A15"",""SAO_D11""]"
995323,272,"[""1496"",""1627"",""1679"",""1681"",""1830"",""1846"",""1848"",""1850"",""1960"",""1965"",""1967"",""1969"",""1971"",""2009"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""2750"",""3190"",""3194"",""3352"",""3967"",""3988"",""4009"",""A6"",""A9"",""A15"",""SAO_D11""]"
995719,287,"[""1496"",""1627"",""1679"",""1681"",""1830"",""1846"",""1848"",""1850"",""1965"",""1967"",""1969"",""1971"",""2009"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2461"",""2465"",""2480"",""2708"",""2726"",""2751"",""3190"",""3194"",""3352"",""3655"",""3676"",""A5"",""A11"",""A15"",""TAO_D11""]"
995855,299,"[""1496"",""1627"",""1679"",""1681"",""1830"",""1846"",""1848"",""1850"",""1965"",""1969"",""1971"",""1988"",""2009"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2461"",""2480"",""2708"",""2726"",""2750"",""3190"",""3194"",""3201"",""3352"",""3655"",""3676"",""A20"",""A7"",""A9"",""A15"",""SAO_D11""]"
996065,272,"[""1496"",""1627"",""1679"",""1681"",""1830"",""1846"",""1848"",""1850"",""1881"",""1960"",""1965"",""1967"",""1969"",""1971"",""2009"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""3190"",""3194"",""3352"",""3967"",""3988"",""4009"",""A6"",""A9"",""A15"",""SAO_D11""]"
996100,259,"[""1496"",""1627"",""1679"",""1681"",""1830"",""1846"",""1848"",""1850"",""1960"",""1965"",""1967"",""1969"",""1971"",""2009"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""3190"",""3194"",""3352"",""3967"",""3988"",""4009"",""A6"",""A9"",""SAO_D11""]"
996554,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
996783,240,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
996998,233,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2708"",""2726"",""A6"",""A8"",""FAO_EG_AC_Day_91""]"
